course_id,userid_DI,registered,viewed,explored,certified,final_cc_cname_DI,LoE_DI,YoB,gender,start_time_DI,last_event_DI,nevents,ndays_act,nplay_video,nchapters,nforum_posts
HarvardX/CB22x/2013_Spring,MHxPC130077577,1,1,1,1,United States,,,,6/16/13,8/25/13,1777.0,21.0,,25.0,0
HarvardX/PH207x/2012_Fall,MHxPC130268354,1,1,1,0,United States,Master's,1977.0,f,7/25/12,1/11/13,6842.0,42.0,960.0,13.0,0
HarvardX/PH278x/2013_Spring,MHxPC130497076,1,1,1,1,France,Master's,1987.0,f,5/22/13,8/29/13,2692.0,42.0,255.0,7.0,0
HarvardX/CS50x/2012,MHxPC130480011,1,0,0,0,Unknown/Other,Secondary,1990.0,m,10/15/12,,,,,,0
HarvardX/CS50x/2012,MHxPC130221722,1,1,1,1,United States,Secondary,1998.0,m,10/17/12,6/10/13,465.0,44.0,,10.0,0
HarvardX/CS50x/2012,MHxPC130021322,1,1,1,1,France,Bachelor's,1987.0,m,10/25/12,5/11/13,358.0,54.0,,12.0,0
HarvardX/CS50x/2012,MHxPC130094641,1,0,0,0,Unknown/Other,Bachelor's,1991.0,m,8/13/12,,,,,,0
HarvardX/CS50x/2012,MHxPC130537910,1,1,1,0,Ukraine,Master's,1985.0,m,7/29/12,3/20/13,9.0,2.0,,12.0,0
HarvardX/PH207x/2012_Fall,MHxPC130457031,1,1,1,1,Australia,Master's,1977.0,f,9/17/12,2/21/13,8497.0,51.0,1212.0,16.0,0
HarvardX/CB22x/2013_Spring,MHxPC130269377,1,1,1,1,Other Europe,Secondary,1991.0,m,6/19/13,9/3/13,1383.0,22.0,,25.0,0
HarvardX/CS50x/2012,MHxPC130484248,1,1,1,1,United States,Bachelor's,1989.0,m,2/25/13,7/8/13,814.0,51.0,,12.0,0
HarvardX/ER22x/2013_Spring,MHxPC130507434,1,1,1,1,United States,Master's,1970.0,f,4/18/13,7/19/13,1779.0,24.0,,32.0,0
HarvardX/ER22x/2013_Spring,MHxPC130497586,1,1,1,1,Philippines,Bachelor's,1994.0,f,6/7/13,6/14/13,955.0,4.0,,30.0,0
HarvardX/CB22x/2013_Spring,MHxPC130338215,1,0,0,0,Philippines,Bachelor's,1983.0,f,6/17/13,11/17/13,,,,,0
HarvardX/CB22x/2013_Spring,MHxPC130037305,1,1,0,0,Canada,Bachelor's,1988.0,f,12/27/12,8/18/13,215.0,9.0,,3.0,0
HarvardX/PH207x/2012_Fall,MHxPC130331844,1,1,1,1,United States,Master's,1985.0,f,10/8/12,2/26/13,6782.0,49.0,970.0,16.0,0
HarvardX/PH278x/2013_Spring,MHxPC130520529,1,0,0,0,Other Africa,Secondary,1988.0,m,4/8/13,4/8/13,1.0,1.0,,,0
HarvardX/CS50x/2012,MHxPC130132505,1,1,0,0,India,Secondary,1992.0,m,2/9/13,3/24/13,10.0,2.0,,3.0,0
HarvardX/CB22x/2013_Spring,MHxPC130365308,1,0,0,0,Greece,Master's,1976.0,f,3/11/13,11/17/13,,,,,0
HarvardX/CS50x/2012,MHxPC130191504,1,0,0,0,Unknown/Other,Master's,1987.0,f,9/7/13,,,,,,0
HarvardX/ER22x/2013_Spring,MHxPC130109965,1,0,0,0,United States,Bachelor's,1964.0,m,12/21/12,,,,,,0
HarvardX/PH207x/2012_Fall,MHxPC130308992,1,1,1,1,India,Bachelor's,1986.0,m,8/24/12,8/7/13,5892.0,53.0,524.0,14.0,0
HarvardX/PH278x/2013_Spring,MHxPC130212940,1,1,0,0,Portugal,Bachelor's,1989.0,f,2/11/13,6/9/13,10.0,1.0,2.0,1.0,0
HarvardX/ER22x/2013_Spring,MHxPC130392618,1,1,1,1,United States,,,,3/7/13,5/28/13,1110.0,13.0,,24.0,0
HarvardX/ER22x/2013_Spring,MHxPC130237409,1,0,0,0,Other South Asia,Secondary,1990.0,m,1/23/13,,,,,,0
HarvardX/CS50x/2012,MHxPC130368662,1,0,0,0,Unknown/Other,Bachelor's,1990.0,f,10/8/12,,,,,,0
HarvardX/CS50x/2012,MHxPC130248254,1,1,1,1,Germany,,,,12/23/12,5/9/13,211.0,28.0,,12.0,0
HarvardX/CS50x/2012,MHxPC130242959,1,1,0,0,Other South Asia,Secondary,1991.0,m,10/5/12,2/27/13,9.0,1.0,,1.0,0
HarvardX/PH278x/2013_Spring,MHxPC130430235,1,0,0,0,India,Bachelor's,1992.0,m,4/17/13,,,,,,0
HarvardX/PH207x/2012_Fall,MHxPC130107258,1,1,1,1,Egypt,Bachelor's,1990.0,f,11/11/12,6/24/13,3624.0,39.0,7.0,12.0,0
HarvardX/ER22x/2013_Spring,MHxPC130195314,1,1,1,1,Other South Asia,Secondary,1996.0,f,7/29/13,8/19/13,1436.0,6.0,,32.0,0
HarvardX/CS50x/2012,MHxPC130582844,1,0,0,0,United States,,1972.0,m,9/4/12,,,,,,0
HarvardX/ER22x/2013_Spring,MHxPC130582579,1,1,0,0,India,Master's,1964.0,m,2/15/13,4/19/13,137.0,4.0,,10.0,0
HarvardX/ER22x/2013_Spring,MHxPC130518481,1,1,1,1,Other Europe,,,,12/21/12,7/31/13,1551.0,37.0,,32.0,0
HarvardX/CS50x/2012,MHxPC130407109,1,0,0,0,Other Europe,Secondary,1979.0,m,5/17/13,5/17/13,1.0,1.0,,,0
HarvardX/ER22x/2013_Spring,MHxPC130012827,1,1,0,0,United Kingdom,Master's,1979.0,m,3/28/13,4/10/13,29.0,2.0,,3.0,0
HarvardX/PH207x/2012_Fall,MHxPC130389094,1,1,0,0,India,Bachelor's,1987.0,f,12/12/12,1/17/13,311.0,4.0,,4.0,0
HarvardX/ER22x/2013_Spring,MHxPC130443905,1,1,1,1,Spain,Bachelor's,1990.0,m,6/14/13,8/18/13,783.0,19.0,,21.0,0
HarvardX/PH207x/2012_Fall,MHxPC130349374,1,1,1,1,United States,Master's,1985.0,f,10/21/12,1/20/13,6672.0,55.0,1305.0,15.0,1
HarvardX/PH207x/2012_Fall,MHxPC130137799,1,0,0,0,Unknown/Other,Master's,1972.0,m,10/15/12,,,,,,0
HarvardX/ER22x/2013_Spring,MHxPC130280066,1,1,1,1,United States,Doctorate,1952.0,f,1/6/13,8/5/13,3880.0,24.0,,34.0,0
HarvardX/PH278x/2013_Spring,MHxPC130269468,1,0,0,0,Other Europe,Master's,1983.0,f,1/7/13,4/4/13,3.0,2.0,,,0
HarvardX/ER22x/2013_Spring,MHxPC130156111,1,0,0,0,Other South Asia,Secondary,1990.0,m,4/12/13,4/12/13,1.0,1.0,,,0
HarvardX/CS50x/2012,MHxPC130533005,1,1,1,0,Canada,,,,10/9/12,6/18/13,15.0,6.0,,10.0,0
HarvardX/CS50x/2012,MHxPC130252077,1,1,1,1,United Kingdom,Master's,1961.0,m,9/17/12,6/13/13,240.0,21.0,,12.0,0
HarvardX/CS50x/2012,MHxPC130141132,1,1,1,1,Germany,Secondary,1985.0,m,3/5/13,5/19/13,659.0,61.0,,12.0,0
HarvardX/PH278x/2013_Spring,MHxPC130242751,1,0,0,0,Other Middle East/Central Asia,Master's,1987.0,m,2/5/13,,,,,,0
HarvardX/ER22x/2013_Spring,MHxPC130018563,1,1,0,0,France,Master's,1989.0,f,4/29/13,4/29/13,12.0,1.0,,2.0,0
HarvardX/CB22x/2013_Spring,MHxPC130333581,1,1,0,0,India,Master's,1986.0,f,1/17/13,3/13/13,25.0,3.0,,2.0,0
HarvardX/PH278x/2013_Spring,MHxPC130592592,1,1,1,1,Spain,,,,5/7/13,8/20/13,3720.0,47.0,810.0,8.0,0
HarvardX/PH278x/2013_Spring,MHxPC130306236,1,1,0,0,Bangladesh,Master's,1986.0,m,6/12/13,6/12/13,6.0,1.0,,1.0,0
HarvardX/CS50x/2012,MHxPC130534408,1,1,1,1,United States,Master's,1974.0,m,8/30/12,6/3/13,306.0,46.0,,12.0,0
HarvardX/PH278x/2013_Spring,MHxPC130035978,1,1,1,1,Other Europe,Master's,1981.0,m,3/28/13,8/14/13,1907.0,11.0,92.0,11.0,0
HarvardX/PH207x/2012_Fall,MHxPC130249155,1,1,1,1,India,Master's,1981.0,m,10/3/12,3/14/13,13219.0,80.0,3796.0,15.0,2
HarvardX/PH207x/2012_Fall,MHxPC130295141,1,1,0,0,Canada,,,,8/20/12,4/3/13,194.0,4.0,23.0,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130245377,1,1,0,0,Other Africa,Master's,1982.0,m,12/20/12,3/22/13,98.0,8.0,,4.0,0
HarvardX/ER22x/2013_Spring,MHxPC130295677,1,1,1,1,Other East Asia,,1989.0,m,5/5/13,8/12/13,1419.0,11.0,,31.0,0
HarvardX/ER22x/2013_Spring,MHxPC130132207,1,0,0,0,Colombia,Master's,1988.0,f,1/15/13,,,,,,0
HarvardX/CS50x/2012,MHxPC130573944,1,1,0,0,United States,Less than Secondary,1995.0,m,3/5/13,4/1/13,28.0,6.0,,1.0,0
HarvardX/PH278x/2013_Spring,MHxPC130113557,1,1,1,1,Greece,,,,5/9/13,8/9/13,4148.0,46.0,1145.0,9.0,0
HarvardX/CS50x/2012,MHxPC130149639,1,0,0,0,India,Bachelor's,1986.0,m,3/2/13,,,,,,0
HarvardX/CS50x/2012,MHxPC130319231,1,1,1,1,Unknown/Other,Secondary,1992.0,m,8/21/12,4/17/13,142.0,15.0,,12.0,0
HarvardX/CS50x/2012,MHxPC130018149,1,1,1,1,United States,,,,8/22/12,5/6/13,251.0,39.0,,12.0,0
HarvardX/ER22x/2013_Spring,MHxPC130250440,1,1,1,1,Germany,Master's,1985.0,f,12/21/12,8/3/13,1584.0,21.0,,33.0,0
HarvardX/PH278x/2013_Spring,MHxPC130009015,1,1,1,1,Canada,Master's,1976.0,m,3/21/13,7/4/13,1918.0,15.0,256.0,8.0,0
HarvardX/ER22x/2013_Spring,MHxPC130303910,1,0,0,0,Unknown/Other,Master's,1967.0,m,12/20/12,,,,,,0
HarvardX/CS50x/2012,MHxPC130182946,1,0,0,0,United Kingdom,Secondary,1983.0,m,8/6/12,,,,,,0
HarvardX/PH278x/2013_Spring,MHxPC130584188,1,1,1,1,Other South America,Bachelor's,1993.0,m,3/20/13,8/21/13,1116.0,36.0,50.0,7.0,0
HarvardX/CS50x/2012,MHxPC130054118,1,0,0,0,Russian Federation,Less than Secondary,1986.0,m,7/29/12,,,,,,0
HarvardX/CS50x/2012,MHxPC130262741,1,1,1,1,United States,Secondary,1991.0,m,8/3/12,6/30/13,123.0,18.0,,12.0,0
HarvardX/CS50x/2012,MHxPC130077454,1,1,0,0,Other Middle East/Central Asia,Bachelor's,1994.0,m,6/18/13,6/18/13,2.0,1.0,,1.0,0
HarvardX/CS50x/2012,MHxPC130044919,1,1,1,1,United States,Less than Secondary,1998.0,m,8/21/12,5/11/13,533.0,51.0,,12.0,0
HarvardX/PH207x/2012_Fall,MHxPC130043983,1,1,0,0,Other Africa,Secondary,1986.0,m,9/18/12,11/28/12,14.0,6.0,,1.0,0
HarvardX/PH278x/2013_Spring,MHxPC130382527,1,1,0,0,Other Europe,,,,6/4/13,7/14/13,469.0,6.0,58.0,3.0,0
HarvardX/PH278x/2013_Spring,MHxPC130408801,1,1,1,1,United States,Less than Secondary,1996.0,f,3/9/13,8/17/13,2071.0,21.0,499.0,6.0,0
HarvardX/PH278x/2013_Spring,MHxPC130561630,1,1,0,1,Nigeria,Secondary,1992.0,f,6/7/13,6/26/13,588.0,4.0,53.0,4.0,0
HarvardX/CS50x/2012,MHxPC130383255,1,1,0,0,United States,Bachelor's,1989.0,f,3/4/13,3/6/13,28.0,2.0,,1.0,0
HarvardX/PH207x/2012_Fall,MHxPC130147649,1,1,1,0,Other Europe,Bachelor's,1980.0,m,10/7/12,1/8/13,6558.0,32.0,821.0,14.0,0
HarvardX/PH278x/2013_Spring,MHxPC130403445,1,0,0,0,United States,Secondary,1990.0,m,7/25/13,7/25/13,1.0,1.0,,,0
HarvardX/ER22x/2013_Spring,MHxPC130064099,1,1,0,0,Spain,,,,1/22/13,6/5/13,261.0,12.0,,12.0,1
HarvardX/PH278x/2013_Spring,MHxPC130054349,1,1,1,1,United States,Master's,1982.0,f,7/26/13,8/31/13,1756.0,14.0,206.0,11.0,0
HarvardX/ER22x/2013_Spring,MHxPC130124989,1,1,0,1,Other South America,Secondary,1993.0,f,2/14/13,8/3/13,633.0,15.0,,11.0,0
HarvardX/ER22x/2013_Spring,MHxPC130188429,1,1,0,0,United Kingdom,Bachelor's,1991.0,m,3/4/13,3/27/13,31.0,2.0,,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130409356,1,1,1,1,United Kingdom,,,f,3/27/13,6/3/13,1231.0,10.0,,32.0,0
HarvardX/CB22x/2013_Spring,MHxPC130128087,1,1,1,1,Spain,Secondary,1994.0,m,6/2/13,9/3/13,1200.0,14.0,,25.0,0
HarvardX/CB22x/2013_Spring,MHxPC130144808,1,0,0,0,United States,Bachelor's,1982.0,m,1/9/13,11/17/13,,,,,0
HarvardX/CS50x/2012,MHxPC130480139,1,1,1,0,Other Middle East/Central Asia,Secondary,1992.0,m,9/13/12,4/16/13,12.0,2.0,,11.0,0
HarvardX/ER22x/2013_Spring,MHxPC130365005,1,1,0,1,Other Africa,Bachelor's,1988.0,m,2/12/13,8/10/13,681.0,28.0,,11.0,0
HarvardX/PH207x/2012_Fall,MHxPC130492828,1,1,1,1,Pakistan,Master's,1984.0,f,9/19/12,1/12/13,1550.0,16.0,,13.0,0
HarvardX/CS50x/2012,MHxPC130585796,1,1,1,1,France,Master's,1983.0,m,11/28/12,6/6/13,82.0,18.0,,12.0,0
HarvardX/CS50x/2012,MHxPC130540637,1,0,0,0,Philippines,,,,8/3/12,,,,,,0
HarvardX/PH278x/2013_Spring,MHxPC130591166,1,0,0,0,Pakistan,Master's,1973.0,m,2/12/13,2/12/13,2.0,1.0,,,0
HarvardX/ER22x/2013_Spring,MHxPC130166764,1,1,1,1,India,Master's,1986.0,f,5/1/13,8/1/13,1147.0,12.0,,32.0,0
HarvardX/CS50x/2012,MHxPC130414184,1,0,0,0,Unknown/Other,Secondary,1990.0,m,10/11/12,,,,,,0
HarvardX/CS50x/2012,MHxPC130574115,1,0,0,0,Unknown/Other,Bachelor's,1961.0,m,9/3/12,,,,,,0
HarvardX/ER22x/2013_Spring,MHxPC130568866,1,0,0,0,United States,Bachelor's,1969.0,m,2/21/13,2/22/13,3.0,1.0,,,0
HarvardX/PH278x/2013_Spring,MHxPC130215130,1,1,0,0,Other Middle East/Central Asia,Master's,1986.0,f,5/15/13,6/26/13,260.0,6.0,3.0,3.0,0
HarvardX/ER22x/2013_Spring,MHxPC130336329,1,1,1,1,United States,,,,6/11/13,8/7/13,1930.0,9.0,,32.0,1
HarvardX/PH207x/2012_Fall,MHxPC130561552,1,1,0,0,Other Middle East/Central Asia,Bachelor's,1985.0,m,12/5/12,12/12/12,254.0,3.0,46.0,2.0,0
HarvardX/CS50x/2012,MHxPC130087940,1,1,1,1,Pakistan,Bachelor's,1987.0,f,9/27/12,6/6/13,263.0,23.0,,12.0,0
HarvardX/CS50x/2012,MHxPC130318186,1,1,0,0,United States,Bachelor's,1977.0,m,2/28/13,3/19/13,77.0,9.0,,4.0,0
HarvardX/PH207x/2012_Fall,MHxPC130365029,1,1,1,1,Other Europe,Master's,1975.0,f,7/25/12,2/22/13,15325.0,55.0,4740.0,15.0,0
HarvardX/ER22x/2013_Spring,MHxPC130532939,1,0,0,0,Unknown/Other,Bachelor's,1982.0,f,1/13/13,,,,,,0
HarvardX/ER22x/2013_Spring,MHxPC130303887,1,1,1,1,United States,Bachelor's,1958.0,m,2/15/13,9/6/13,2858.0,26.0,,33.0,0
HarvardX/PH207x/2012_Fall,MHxPC130501731,1,1,1,1,Colombia,Secondary,1991.0,f,10/15/12,1/8/13,2527.0,20.0,34.0,13.0,0
HarvardX/PH207x/2012_Fall,MHxPC130199634,1,1,1,1,India,Master's,1980.0,f,10/3/12,6/11/13,4517.0,47.0,215.0,16.0,0
HarvardX/CS50x/2012,MHxPC130383243,1,1,1,1,India,,,,9/19/12,6/13/13,105.0,33.0,,9.0,0
HarvardX/CS50x/2012,MHxPC130231118,1,1,1,0,Other Africa,Secondary,1988.0,m,9/12/12,6/25/13,30.0,4.0,,7.0,0
HarvardX/ER22x/2013_Spring,MHxPC130585615,1,1,0,0,United States,Bachelor's,1992.0,f,7/30/13,8/14/13,322.0,11.0,,8.0,0
HarvardX/CS50x/2012,MHxPC130366864,1,0,0,0,Unknown/Other,Bachelor's,1987.0,f,10/27/12,,,,,,0
HarvardX/CS50x/2012,MHxPC130521851,1,0,0,0,United States,Secondary,1993.0,m,11/13/12,,,,,,0
HarvardX/CS50x/2012,MHxPC130263986,1,1,1,1,Canada,,,,10/20/12,7/3/13,231.0,40.0,,12.0,0
HarvardX/CS50x/2012,MHxPC130135692,1,1,1,1,United States,Secondary,1965.0,m,10/2/12,5/31/13,357.0,34.0,,12.0,0
HarvardX/ER22x/2013_Spring,MHxPC130011347,1,1,1,1,Other Europe,Bachelor's,1972.0,f,3/14/13,8/8/13,3351.0,58.0,,34.0,0
HarvardX/PH207x/2012_Fall,MHxPC130220435,1,1,1,1,India,Master's,1980.0,f,10/11/12,4/9/13,7103.0,42.0,1134.0,15.0,0
HarvardX/ER22x/2013_Spring,MHxPC130425620,1,1,1,1,India,Bachelor's,1983.0,m,12/25/12,8/16/13,1326.0,26.0,,23.0,0
HarvardX/CB22x/2013_Spring,MHxPC130313286,1,1,1,1,Greece,Secondary,1970.0,f,2/18/13,9/4/13,1676.0,18.0,,27.0,0
HarvardX/PH207x/2012_Fall,MHxPC130036149,1,1,1,1,Other Europe,Master's,1986.0,m,10/16/12,1/20/13,8739.0,51.0,1273.0,16.0,0
HarvardX/CB22x/2013_Spring,MHxPC130043395,1,1,1,1,United States,Master's,1946.0,m,4/9/13,9/7/13,3385.0,105.0,,26.0,0
HarvardX/CS50x/2012,MHxPC130301196,1,0,0,0,Canada,Secondary,1993.0,m,3/3/13,3/3/13,1.0,1.0,,,0
HarvardX/PH207x/2012_Fall,MHxPC130167434,1,0,0,0,India,Bachelor's,1982.0,f,8/9/12,8/9/12,2.0,1.0,,,0
HarvardX/CS50x/2012,MHxPC130466242,1,0,0,0,United States,,1986.0,f,9/22/12,,,,,,0
HarvardX/PH207x/2012_Fall,MHxPC130429381,1,1,1,1,Spain,Master's,1982.0,f,10/15/12,1/17/13,5339.0,32.0,678.0,9.0,0
HarvardX/CS50x/2012,MHxPC130257579,1,1,1,1,United Kingdom,Bachelor's,1981.0,f,10/1/12,5/13/13,198.0,30.0,,11.0,0
HarvardX/PH207x/2012_Fall,MHxPC130200907,1,1,1,1,Portugal,Bachelor's,1990.0,f,10/22/12,3/16/13,4066.0,23.0,190.0,14.0,0
HarvardX/CS50x/2012,MHxPC130286708,1,1,0,0,India,Secondary,1992.0,f,6/7/13,6/10/13,7.0,2.0,,1.0,0
HarvardX/PH207x/2012_Fall,MHxPC130442637,1,1,1,1,Colombia,Master's,1986.0,f,10/15/12,3/13/13,6794.0,65.0,637.0,16.0,0
HarvardX/ER22x/2013_Spring,MHxPC130122590,1,1,0,0,United States,Bachelor's,1961.0,f,6/6/13,6/6/13,27.0,1.0,,5.0,0
HarvardX/PH207x/2012_Fall,MHxPC130008728,1,1,0,0,Other Europe,Master's,1975.0,f,10/19/12,10/29/12,30.0,2.0,,2.0,0
HarvardX/CB22x/2013_Spring,MHxPC130203926,1,0,0,0,United States,Master's,1973.0,f,2/19/13,11/17/13,,,,,0
HarvardX/CS50x/2012,MHxPC130515307,1,1,1,1,Russian Federation,,,,8/2/12,5/14/13,350.0,54.0,,12.0,0
HarvardX/CS50x/2012,MHxPC130059748,1,0,0,0,India,Secondary,1994.0,m,10/15/12,,,,,,0
HarvardX/PH207x/2012_Fall,MHxPC130238493,1,1,0,0,United States,Secondary,1971.0,m,7/26/13,8/8/13,421.0,6.0,159.0,5.0,0
HarvardX/PH207x/2012_Fall,MHxPC130364690,1,1,1,1,United States,Master's,1986.0,m,10/19/12,2/22/13,5668.0,47.0,178.0,16.0,0
HarvardX/PH207x/2012_Fall,MHxPC130308204,1,0,0,0,Unknown/Other,Bachelor's,1987.0,m,8/21/12,,,,,,0
HarvardX/ER22x/2013_Spring,MHxPC130428504,1,1,1,1,Other Europe,Master's,1979.0,f,4/3/13,8/26/13,1052.0,32.0,,27.0,0
HarvardX/CS50x/2012,MHxPC130177915,1,1,1,1,India,Secondary,1993.0,m,10/18/12,7/24/13,321.0,42.0,,12.0,0
HarvardX/ER22x/2013_Spring,MHxPC130444506,1,1,0,1,Other East Asia,Secondary,1994.0,f,2/25/13,7/1/13,649.0,10.0,,11.0,0
HarvardX/PH207x/2012_Fall,MHxPC130007885,1,1,1,1,Egypt,Master's,1983.0,f,11/1/12,7/12/13,9307.0,37.0,5126.0,15.0,0
HarvardX/CS50x/2012,MHxPC130199213,1,0,0,0,Unknown/Other,Bachelor's,1985.0,m,11/11/12,,,,,,0
HarvardX/CS50x/2012,MHxPC130363339,1,0,0,0,Philippines,Bachelor's,1985.0,m,3/3/13,3/4/13,3.0,2.0,,,0
HarvardX/CS50x/2012,MHxPC130414162,1,1,1,1,United States,Bachelor's,1987.0,m,8/17/12,6/30/13,256.0,24.0,,12.0,0
HarvardX/CS50x/2012,MHxPC130159139,1,1,0,0,United States,Bachelor's,1983.0,m,7/26/13,7/26/13,8.0,1.0,,1.0,0
HarvardX/CB22x/2013_Spring,MHxPC130271304,1,0,0,0,Unknown/Other,Secondary,1993.0,f,12/23/12,11/17/13,,,,,0
HarvardX/PH207x/2012_Fall,MHxPC130431527,1,1,1,1,India,Master's,1988.0,m,9/3/12,1/20/13,5870.0,54.0,1232.0,13.0,0
HarvardX/ER22x/2013_Spring,MHxPC130013904,1,1,1,1,Other Europe,Secondary,1989.0,m,1/17/13,8/16/13,1777.0,36.0,,33.0,0
HarvardX/CS50x/2012,MHxPC130486449,1,0,0,0,Unknown/Other,Bachelor's,1992.0,m,8/5/12,,,,,,0
HarvardX/PH207x/2012_Fall,MHxPC130188701,1,1,1,1,United States,Bachelor's,1980.0,m,10/7/12,2/15/13,7017.0,45.0,1288.0,15.0,0
HarvardX/PH278x/2013_Spring,MHxPC130253259,1,1,1,1,Other South Asia,Secondary,1994.0,m,5/15/13,8/27/13,787.0,8.0,56.0,6.0,0
HarvardX/ER22x/2013_Spring,MHxPC130267926,1,1,1,1,United States,Master's,1951.0,f,4/17/13,9/3/13,5187.0,81.0,,34.0,0
HarvardX/ER22x/2013_Spring,MHxPC130576004,1,1,0,0,Mexico,Bachelor's,1989.0,m,1/14/13,5/25/13,52.0,6.0,,5.0,0
HarvardX/PH278x/2013_Spring,MHxPC130305984,1,0,0,0,Canada,,,,2/19/13,3/29/13,2.0,2.0,,,0
HarvardX/CS50x/2012,MHxPC130578566,1,0,0,0,Unknown/Other,,,,7/20/13,,,,,,0
HarvardX/CS50x/2012,MHxPC130417348,1,1,0,0,India,Bachelor's,1988.0,m,2/13/13,4/10/13,15.0,3.0,,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130550596,1,1,0,0,India,Master's,1988.0,m,4/29/13,4/30/13,158.0,2.0,,15.0,0
HarvardX/CB22x/2013_Spring,MHxPC130517651,1,0,0,0,India,,,,4/11/13,4/11/13,4.0,1.0,,,0
HarvardX/ER22x/2013_Spring,MHxPC130002910,1,0,0,0,Other Europe,Master's,1988.0,m,2/20/13,,,,,,0
HarvardX/ER22x/2013_Spring,MHxPC130376158,1,1,1,1,United States,Bachelor's,1982.0,m,1/22/13,6/5/13,1247.0,16.0,,31.0,0
HarvardX/PH278x/2013_Spring,MHxPC130519336,1,1,0,1,Other South Asia,Bachelor's,1985.0,m,5/18/13,6/4/13,900.0,7.0,2.0,4.0,0
HarvardX/CS50x/2012,MHxPC130082745,1,1,1,1,Philippines,Secondary,1995.0,m,8/29/12,7/22/13,223.0,43.0,,12.0,0
HarvardX/PH278x/2013_Spring,MHxPC130475143,1,1,1,1,Pakistan,Master's,1985.0,f,12/23/12,8/22/13,1393.0,20.0,,10.0,0
HarvardX/ER22x/2013_Spring,MHxPC130211161,1,1,1,1,United States,Secondary,1979.0,m,1/8/13,8/19/13,1517.0,17.0,,31.0,0
HarvardX/PH207x/2012_Fall,MHxPC130471657,1,1,0,0,Other Africa,Master's,1985.0,m,9/20/12,10/23/12,472.0,7.0,55.0,3.0,0
HarvardX/CS50x/2012,MHxPC130259937,1,1,1,0,United States,Master's,1948.0,m,11/16/12,3/22/13,44.0,7.0,,12.0,0
HarvardX/PH207x/2012_Fall,MHxPC130435613,1,1,1,1,Other Africa,Bachelor's,1988.0,f,10/4/12,1/17/13,5985.0,51.0,825.0,13.0,0
HarvardX/PH207x/2012_Fall,MHxPC130459864,1,1,1,1,Spain,Master's,1986.0,f,9/15/12,1/13/13,2362.0,23.0,276.0,14.0,0
HarvardX/PH207x/2012_Fall,MHxPC130444196,1,1,1,1,Other Middle East/Central Asia,Bachelor's,1987.0,f,11/4/12,12/10/12,1458.0,9.0,121.0,10.0,0
HarvardX/CS50x/2012,MHxPC130151609,1,1,1,1,Other Europe,Bachelor's,1968.0,m,8/16/12,6/2/13,64.0,15.0,,12.0,0
HarvardX/CS50x/2012,MHxPC130547888,1,0,0,0,Unknown/Other,Bachelor's,1970.0,m,12/2/12,,,,,,0
HarvardX/CS50x/2012,MHxPC130156597,1,1,0,0,United States,Secondary,1991.0,f,3/3/13,3/4/13,31.0,1.0,,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130127934,1,1,0,0,India,Master's,1984.0,m,3/28/13,3/28/13,5.0,1.0,,1.0,0
HarvardX/CS50x/2012,MHxPC130302580,1,1,0,0,India,Secondary,1994.0,m,7/18/13,7/21/13,84.0,4.0,,1.0,0
HarvardX/CS50x/2012,MHxPC130134096,1,0,0,0,United Kingdom,Bachelor's,1991.0,f,8/4/12,,,,,,0
HarvardX/ER22x/2013_Spring,MHxPC130184971,1,1,1,1,United States,Doctorate,1950.0,m,3/6/13,6/29/13,3352.0,64.0,,33.0,0
HarvardX/CS50x/2012,MHxPC130444852,1,0,0,0,United States,,,,9/20/12,,,,,,0
HarvardX/CS50x/2012,MHxPC130284267,1,0,0,0,India,Bachelor's,1990.0,f,9/12/12,,,,,,0
HarvardX/ER22x/2013_Spring,MHxPC130271335,1,1,0,0,China,Bachelor's,1983.0,f,6/25/13,7/23/13,20.0,3.0,,1.0,0
HarvardX/ER22x/2013_Spring,MHxPC130015998,1,1,0,1,United States,Secondary,1994.0,m,7/25/13,7/25/13,741.0,1.0,,8.0,0
HarvardX/ER22x/2013_Spring,MHxPC130109120,1,1,1,1,Other South Asia,Less than Secondary,1997.0,m,1/26/13,8/22/13,1020.0,46.0,,32.0,0
HarvardX/CS50x/2012,MHxPC130453209,1,1,1,1,Other South America,Bachelor's,1992.0,m,9/26/12,7/31/13,334.0,38.0,,12.0,0
HarvardX/ER22x/2013_Spring,MHxPC130025429,1,1,1,1,Other Europe,Secondary,1979.0,m,2/17/13,8/18/13,3241.0,48.0,,34.0,0
HarvardX/PH207x/2012_Fall,MHxPC130550648,1,1,1,1,United States,Doctorate,1976.0,m,8/19/12,1/19/13,8726.0,66.0,1241.0,15.0,0
HarvardX/CS50x/2012,MHxPC130553939,1,1,1,1,India,,,,7/25/12,6/30/13,134.0,20.0,,12.0,0
HarvardX/PH207x/2012_Fall,MHxPC130488549,1,1,1,1,India,Bachelor's,1985.0,m,10/23/12,1/17/13,1646.0,15.0,2.0,13.0,0
HarvardX/CS50x/2012,MHxPC130429030,1,1,1,1,Other Africa,Bachelor's,1987.0,f,12/31/12,5/9/13,88.0,17.0,,12.0,0
